"";"CC34_36_S5";"CC35_S16";"CC37_1_S6";"CC37_2_S31";"CC38_S32";"CC39_S33";"CC41_S34";"CC42_1_S17";"CC42_2_S35";"CC45_S15";"CCR43_S36";"CCR44_S37";"CCR45_S38";"CCR47_S39";"CCR48_S40";"CCR50_S20";"CCR51_S19";"CCR55_S7";"CCR56_S8";"CCR62_S18";"CR18_S13";"CR19_S14";"CR23_S3";"CR24_S4";"CR29_S12";"CR31_S26";"CR32_S27";"CR33_S28";"CR35_S29";"CR36_S30";"CV1_S1";"CV13_S10";"CV14_S11";"CV16_S2";"CV25_S21";"CV26_S22";"CV27_S23";"CV29_S24";"CV30_S25";"CV5_S9"
"ASV168";"0";"7";"0";"43";"118";"19";"8";"9";"5";"28";"9";"0";"5";"0";"11";"23";"15";"0";"7";"15";"0";"7";"39";"0";"12";"9";"0";"0";"39";"42";"21";"216";"99";"28";"71";"47";"151";"62";"46";"41"
"ASV169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"520";"715";"0";"0";"0";"0";"0";"0";"0"
"ASV170";"0";"0";"0";"48";"129";"148";"0";"0";"46";"111";"0";"0";"0";"0";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"193";"44";"0";"109";"0";"0";"0"
"ASV171";"126";"0";"30";"288";"36";"218";"63";"30";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"17";"16";"0";"127";"224";"0"
"ASV172";"0";"53";"0";"17";"0";"13";"380";"174";"47";"428";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"16";"0";"45";"24";"0";"0"
"ASV173";"0";"0";"0";"0";"0";"0";"42";"0";"0";"0";"0";"0";"0";"0";"8";"56";"79";"0";"48";"255";"19";"31";"0";"0";"0";"22";"384";"29";"0";"0";"85";"0";"0";"0";"68";"0";"0";"57";"28";"0"
"ASV174";"10";"21";"0";"19";"29";"53";"16";"9";"16";"65";"22";"18";"29";"27";"66";"30";"47";"0";"16";"49";"13";"27";"15";"0";"25";"31";"21";"17";"17";"20";"22";"57";"161";"20";"27";"7";"27";"0";"39";"122"
"ASV175";"81";"0";"47";"0";"0";"0";"0";"14";"0";"15";"61";"0";"36";"0";"0";"216";"71";"0";"0";"198";"23";"50";"94";"112";"20";"0";"0";"0";"0";"0";"13";"24";"10";"24";"0";"0";"0";"0";"0";"57"
"ASV176";"14";"0";"0";"67";"0";"0";"0";"7";"0";"0";"0";"69";"0";"0";"0";"0";"0";"0";"0";"0";"100";"18";"135";"0";"19";"0";"0";"0";"225";"17";"0";"127";"67";"0";"111";"6";"18";"79";"38";"42"
"ASV177";"0";"0";"0";"0";"0";"0";"36";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"189";"183";"82";"67";"0";"28";"0";"0";"0";"208";"0";"130";"161";"0"
"ASV178";"33";"0";"21";"91";"0";"26";"21";"32";"17";"13";"314";"0";"0";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51";"0";"10";"0";"30";"31";"27";"40";"0";"0";"0";"0";"0";"86";"0"
"ASV179";"48";"0";"0";"62";"68";"0";"58";"0";"33";"0";"16";"0";"0";"0";"78";"83";"51";"49";"0";"20";"10";"0";"0";"0";"0";"31";"8";"0";"0";"32";"16";"44";"12";"0";"99";"37";"27";"119";"63";"26"
"ASV180";"0";"0";"0";"66";"38";"36";"0";"0";"0";"0";"181";"146";"38";"34";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"173";"130";"0";"0";"0";"0";"0";"0";"0";"14";"71";"0"
"ASV181";"30";"34";"19";"10";"19";"0";"58";"0";"7";"0";"29";"73";"9";"11";"70";"10";"0";"66";"48";"0";"0";"21";"186";"21";"16";"7";"37";"18";"48";"22";"33";"0";"23";"23";"28";"17";"31";"13";"21";"0"
"ASV182";"50";"38";"101";"0";"0";"0";"0";"18";"0";"46";"0";"0";"0";"48";"39";"44";"109";"0";"0";"98";"54";"0";"0";"15";"0";"0";"0";"0";"0";"0";"16";"324";"55";"0";"0";"0";"0";"0";"0";"0"
"ASV183";"37";"32";"0";"0";"0";"0";"0";"0";"0";"0";"63";"109";"197";"113";"31";"35";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"87";"0";"0";"50";"0";"0";"0";"0"
"ASV184";"0";"0";"0";"4";"6";"8";"12";"0";"0";"2";"107";"33";"46";"4";"15";"8";"21";"0";"0";"3";"0";"0";"0";"0";"0";"163";"3";"11";"32";"10";"0";"0";"0";"0";"30";"0";"507";"21";"0";"0"
"ASV185";"60";"24";"0";"57";"38";"0";"18";"228";"13";"23";"0";"0";"0";"8";"13";"72";"21";"42";"0";"121";"16";"29";"0";"5";"16";"8";"31";"0";"32";"42";"0";"17";"0";"0";"31";"34";"0";"15";"21";"8"
"ASV186";"0";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"25";"47";"0";"0";"0";"0";"836";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"8";"0";"44";"0";"0";"0"
"ASV187";"339";"47";"0";"0";"0";"0";"37";"68";"23";"28";"0";"0";"0";"46";"53";"102";"99";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"34";"0";"0";"0";"0";"0";"0";"19";"0"
"ASV188";"0";"978";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV189";"0";"0";"0";"119";"225";"79";"48";"0";"31";"0";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"29";"0";"55";"0";"15";"0";"0";"74";"86";"0";"41";"119";"0"
"ASV190";"0";"32";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"86";"125";"0";"0";"534";"14";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"86";"0";"0";"0";"0";"0";"0";"0"
"ASV191";"14";"0";"57";"7";"105";"22";"58";"0";"73";"0";"0";"0";"0";"0";"0";"37";"29";"7";"0";"78";"45";"0";"17";"3";"3";"40";"66";"44";"0";"0";"39";"0";"0";"5";"26";"65";"13";"59";"52";"0"
"ASV192";"0";"0";"0";"106";"0";"0";"30";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"11";"35";"0";"0";"0";"0";"0";"0";"0";"0";"282";"52";"90";"82";"196";"0"
"ASV193";"35";"147";"15";"10";"11";"21";"7";"452";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"45";"0";"66";"40";"23";"0"
"ASV194";"0";"53";"250";"0";"0";"0";"0";"116";"0";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"92";"0";"0";"0";"0";"0";"0";"0";"24";"271";"0";"0";"0";"0";"0";"0";"0"
"ASV195";"0";"39";"0";"29";"0";"0";"56";"114";"15";"28";"58";"35";"0";"0";"32";"119";"47";"0";"0";"29";"0";"0";"0";"0";"0";"0";"0";"17";"47";"0";"69";"27";"27";"0";"21";"34";"8";"25";"28";"0"
"ASV196";"13";"0";"0";"14";"0";"52";"9";"23";"18";"0";"212";"52";"151";"58";"30";"0";"0";"7";"0";"0";"4";"0";"10";"8";"0";"0";"7";"18";"25";"8";"0";"0";"0";"0";"38";"14";"55";"29";"42";"0"
"ASV197";"41";"53";"0";"0";"0";"0";"0";"9";"0";"4";"0";"0";"0";"0";"0";"116";"92";"37";"34";"102";"40";"65";"0";"0";"49";"0";"0";"0";"0";"0";"5";"17";"81";"51";"0";"0";"0";"0";"0";"95"
"ASV198";"0";"40";"0";"40";"11";"12";"28";"7";"8";"42";"6";"9";"21";"19";"23";"40";"18";"0";"0";"18";"26";"8";"23";"10";"0";"7";"27";"66";"39";"50";"0";"10";"0";"0";"126";"6";"50";"48";"37";"0"
"ASV199";"0";"22";"0";"0";"10";"65";"10";"0";"6";"0";"37";"13";"79";"63";"194";"0";"0";"0";"0";"17";"8";"0";"0";"9";"2";"76";"25";"43";"31";"35";"13";"0";"0";"7";"34";"10";"8";"11";"33";"10"
"ASV200";"0";"0";"0";"22";"0";"11";"78";"0";"11";"0";"65";"67";"37";"42";"50";"0";"12";"0";"0";"13";"0";"14";"8";"0";"0";"0";"35";"58";"208";"60";"0";"0";"0";"0";"0";"42";"0";"0";"36";"0"
"ASV201";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"11";"783";"0";"0";"0"
"ASV202";"41";"16";"7";"48";"84";"19";"53";"19";"16";"44";"40";"14";"14";"15";"64";"0";"0";"0";"0";"36";"0";"21";"0";"0";"0";"0";"0";"0";"68";"46";"0";"76";"34";"6";"15";"0";"0";"28";"21";"0"
"ASV203";"40";"8";"32";"10";"185";"289";"0";"5";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"13";"7";"0";"18";"206";"7";"0"
"ASV204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"23";"0";"39";"0";"0";"0";"0";"728";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV205";"0";"0";"0";"416";"30";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"43";"27";"61";"0";"118";"0";"0";"0";"0";"0";"0";"34";"0";"51";"0";"0";"17";"0";"0";"0";"0";"0";"0"
"ASV206";"122";"33";"184";"0";"0";"0";"0";"197";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"47";"0";"116";"0";"0";"0";"0";"0";"0";"41";"0";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV207";"0";"27";"0";"64";"57";"59";"0";"46";"0";"43";"31";"38";"29";"0";"0";"40";"31";"0";"0";"0";"12";"12";"0";"0";"11";"0";"25";"69";"0";"0";"15";"12";"27";"0";"94";"0";"0";"27";"31";"0"
"ASV208";"22";"0";"0";"6";"0";"24";"20";"0";"0";"6";"42";"21";"44";"67";"55";"40";"50";"42";"26";"53";"27";"17";"14";"8";"6";"70";"9";"37";"6";"0";"19";"0";"24";"0";"0";"0";"19";"4";"16";"4"
"ASV209";"13";"0";"11";"45";"53";"64";"47";"80";"0";"35";"0";"0";"0";"0";"19";"29";"0";"0";"10";"0";"0";"0";"0";"0";"10";"35";"23";"82";"70";"41";"0";"30";"0";"0";"22";"0";"43";"36";"0";"0"
"ASV210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"132";"0";"0";"240";"383";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV211";"17";"18";"9";"23";"11";"13";"28";"4";"7";"13";"43";"34";"191";"57";"12";"19";"15";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"10";"17";"0";"44";"79";"14";"11";"6";"31";"27";"15";"11"
"ASV212";"0";"0";"0";"231";"98";"47";"65";"0";"32";"0";"0";"34";"0";"0";"21";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"20";"0";"20";"30";"0";"0";"0";"0";"18";"30";"21";"31";"72";"0"
"ASV213";"3";"20";"0";"0";"0";"0";"28";"19";"0";"34";"38";"38";"29";"61";"6";"21";"62";"0";"0";"0";"45";"23";"0";"0";"0";"11";"9";"24";"0";"17";"0";"87";"75";"7";"7";"8";"28";"19";"23";"26"
"ASV214";"0";"34";"0";"37";"3";"23";"74";"0";"0";"8";"29";"40";"17";"18";"31";"36";"87";"0";"0";"125";"0";"7";"0";"0";"0";"0";"0";"0";"13";"91";"0";"0";"40";"0";"22";"6";"26";"0";"0";"0"
"ASV215";"105";"41";"84";"0";"0";"0";"0";"88";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"0";"0";"0";"380"
"ASV216";"0";"429";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV217";"0";"0";"0";"0";"84";"0";"0";"0";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"415";"158";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0"
"ASV218";"23";"37";"60";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"6";"13";"0";"0";"23";"150";"12";"0";"29";"13";"0";"0";"0";"135";"108";"0";"67";"22";"0";"0";"0";"0";"0";"0";"0"
"ASV219";"22";"0";"0";"11";"0";"23";"17";"0";"8";"7";"0";"34";"66";"59";"119";"78";"0";"0";"0";"0";"0";"12";"0";"35";"58";"0";"0";"45";"0";"16";"37";"0";"0";"0";"0";"10";"45";"0";"25";"0"
"ASV220";"0";"3";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"0";"0";"0";"69";"240";"13";"0";"0";"0";"6";"45";"6";"0";"0";"0";"0";"0";"0";"6";"0";"165";"3";"0";"0";"0";"0";"0";"42"
"ASV221";"0";"0";"112";"0";"11";"0";"81";"0";"8";"21";"0";"144";"11";"75";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"145";"18";"10";"0";"0"
"ASV222";"133";"0";"166";"0";"0";"0";"0";"184";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"20";"0";"129";"0";"0";"0";"0";"0";"0";"29";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"682";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV224";"40";"0";"33";"11";"42";"19";"13";"0";"35";"0";"105";"36";"9";"36";"98";"0";"0";"77";"108";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0"
"ASV225";"0";"0";"0";"0";"0";"0";"252";"0";"0";"0";"68";"0";"36";"0";"0";"0";"12";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"24";"0";"24";"59";"0";"89";"74";"0"
"ASV226";"24";"0";"5";"0";"0";"0";"0";"0";"0";"0";"48";"24";"60";"78";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"19";"12";"28";"30";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0"
